beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.43395500115026064,0.42043127657577695,0.8142301180729128,0.6387716827081589,0.36392750438425336,0.4918166091267211,0.1337495938966211,0.11488412533757586,0.889110315643503,0.8854974085087476,0.315692805835019,1.1642130146668297,1,0.9959364917140339
