beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.8242430754061516,0.16103881219949723,0.30457573530129856,0.4276870276983805,0.20570391713439728,0.49939599798752976,0.018852058682106376,0.2642581413308518,0.0391216197961366,0.009861766133065024,0.12997612311666873,0.0713395567953517,100,0.25207969875620817
