beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.9480708150433057,0.9538523562955128,0.5054757508662489,0.18258735849194094,0.3052213328364042,0.25599554493837373,0.10200841820424045,0.5493722452426881,0.028156152731378725,0.012617743488089066,0.04311933814334967,0.1856817833219399,100,0.44813450219806406
