beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.5524431887242973,0.42076509332641954,0.7546179749112347,0.21283849892330559,0.7754885568531595,0.07750596016892142,0.12422490997262114,0.906538149138725,0.0005590412876603779,0.0003759566592568263,0.026139687103422737,1.0,1,0.6725024923118434
