beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.38828006929922965,0.9321630942405192,0.6519183911921722,0.14519839899095252,0.7786574659450802,0.5530649247602655,0.09638004707468695,0.8397348004994774,0.8489719096006241,0.1109861319235923,0.23155414714717604,0.11477438712479195,1,0.33236337653427706
