beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.497103636179018,0.15376297439136266,0.8127200812818431,0.8249198439695405,0.9705716519045855,0.11631533666661831,0.8848058156430931,0.3848915959498802,0.004723122546590908,0.002768292248049482,0.0011713317217152408,1.0,1,0.5861148468501207
