beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.728110895981058,0.03666186915440606,0.3563754394940941,0.285058086912213,0.4948909906387504,0.7008845303289821,0.2671974865208224,0.7910869999854975,0.01818354040509873,0.01017131068180858,0.007318603975970506,0.3377599259319402,100,0.5593691027824541
