beta_p,r_1,b,r_2,beta_v,theta,mu,gamma,sigma_L,sigma_I,sigma_v,N_v,N_p,epsilon
0.7909157783756315,0.2157362877617115,0.4422184808145273,0.46700410629369765,0.7613504154783937,0.20262607603580363,0.29620319591859223,0.824500545394558,0.0031078795376437984,0.0018004070740902987,0.005661647016535598,1.0,1,0.579304008499395
